BulletinID,ArticleID,SUGName,Status
,4338832,SUG-Patches-2018,Added
,4338832,SUG-Patches-2018,Download Pending
,4339093,SUG-Patches-2018,Added
,4339093,SUG-Patches-2018,Added
,4339093,SUG-Patches-2018,Added
,4338815,SUG-Patches-2018,Added
,4338814,SUG-Patches-2018,Added
4338829,Not Found
4095512,Not Found
4095875,Not Found
4095515,Not Found
4096495,Not Found
4095519,Not Found
4096494,Not Found
4095518,Not Found
4095876,Not Found
4095517,Not Found
4095873,Not Found
4095513,Not Found
4096418,Not Found
4096237,Not Found
4096416,Not Found
4096235,Not Found
4096417,Not Found
4096236,Not Found
,4338814,SUG-Patches-2018,Download Pending
,3172436,SUG-Patches-2018,Added
,4018327,SUG-Patches-2018,Added
,4018327,SUG-Patches-2018,Added
,4022137,SUG-Patches-2018,Added
,4022137,SUG-Patches-2018,Added
,4022137,SUG-Patches-2018,Download Pending
,4022137,SUG-Patches-2018,Download Pending
,4022137,SUG-Patches-2018,Download Pending
,4099633,SUG-Patches-2018,Added
,4099637,SUG-Patches-2018,Added
,4099639,SUG-Patches-2018,Added
,4099639,SUG-Patches-2018,Download Pending
,4099639,SUG-Patches-2018,Download Pending
,4011274,SUG-Patches-2018,Added
,4011274,SUG-Patches-2018,Added
,4011253,SUG-Patches-2018,Added
,4011254,SUG-Patches-2018,Added
,4018396,SUG-Patches-2018,Added
,4018382,SUG-Patches-2018,Added
,4018382,SUG-Patches-2018,Added
,4018383,SUG-Patches-2018,Added
,4018383,SUG-Patches-2018,Added
,4018399,SUG-Patches-2018,Added
MS11-049,2251487,SUG-Patches-2018,Added
MS11-025,2542054,SUG-Patches-2018,Added
,2553338,SUG-Patches-2018,Added
MS12-021,2644980,SUG-Patches-2018,Added
MS12-021,2645410,SUG-Patches-2018,Added
MS13-081,2862330,SUG-Patches-2018,Added
,4055532,SUG-Patches-2018,Added
,2977292,SUG-Patches-2018,Added
,2977292,SUG-Patches-2018,Added
MS15-011,3000483,SUG-Patches-2018,Added
MS15-011,3000483,SUG-Patches-2018,Added
MS15-011,3000483,SUG-Patches-2018,Added
MS15-011,3000483,SUG-Patches-2018,Added
MS15-037,3046269,SUG-Patches-2018,Added
MS15-037,3046269,SUG-Patches-2018,Added
,3114874,SUG-Patches-2018,Added
,4011580,SUG-Patches-2018,Added
,3172459,SUG-Patches-2018,Added
,4018330,SUG-Patches-2018,Added
,4018311,SUG-Patches-2018,Added
,3213564,SUG-Patches-2018,Added
,3218362,SUG-Patches-2018,Added
,4011159,SUG-Patches-2018,Added
,4011159,SUG-Patches-2018,Added
,4011179,SUG-Patches-2018,Added
,4011234,SUG-Patches-2018,Added
,4018288,SUG-Patches-2018,Added
,4011665,SUG-Patches-2018,Added
,4011665,SUG-Patches-2018,Added
,4018347,SUG-Patches-2018,Added
,4018337,SUG-Patches-2018,Added
,4018337,SUG-Patches-2018,Added
,4018339,SUG-Patches-2018,Added
,4018339,SUG-Patches-2018,Added
MS17-008,4012212,SUG-Patches-2018,Added
MS17-008,4012212,SUG-Patches-2018,Added
MS17-008,4012213,SUG-Patches-2018,Added
,4093114,SUG-Patches-2018,Added
,4055266,SUG-Patches-2018,Added
,4055267,SUG-Patches-2018,Added
,4014985,SUG-Patches-2018,Added
,4014987,SUG-Patches-2018,Added
,4015546,SUG-Patches-2018,Added
,4015546,SUG-Patches-2018,Added
,4015547,SUG-Patches-2018,Added
,4023307,SUG-Patches-2018,Added
,4023307,SUG-Patches-2018,Added
,4092946,SUG-Patches-2018,Added
,4092946,SUG-Patches-2018,Added
,4092946,SUG-Patches-2018,Added
,4018350,SUG-Patches-2018,Added
,4019108,SUG-Patches-2018,Added
,4019109,SUG-Patches-2018,Added
,4019111,SUG-Patches-2018,Added
,4019213,SUG-Patches-2018,Added
,4019263,SUG-Patches-2018,Added
,4019263,SUG-Patches-2018,Added
,4022717,SUG-Patches-2018,Added
,4022722,SUG-Patches-2018,Added
,4022722,SUG-Patches-2018,Added
,4022750,SUG-Patches-2018,Added
,4047211,SUG-Patches-2018,Added
,4025333,SUG-Patches-2018,Added
,4025337,SUG-Patches-2018,Added
,4025337,SUG-Patches-2018,Added
,4048970,SUG-Patches-2018,Added
,4032201,SUG-Patches-2018,Added
,4034044,SUG-Patches-2018,Added
,4034672,SUG-Patches-2018,Added
,4034679,SUG-Patches-2018,Added
,4034679,SUG-Patches-2018,Added
,4034744,SUG-Patches-2018,Added
,4034745,SUG-Patches-2018,Added
,4034775,SUG-Patches-2018,Added
,4042122,SUG-Patches-2018,Added
,4035679,SUG-Patches-2018,Added
,4038793,SUG-Patches-2018,Added
,4093110,SUG-Patches-2018,Added
,4041678,SUG-Patches-2018,Added
,4041678,SUG-Patches-2018,Added
,4048960,SUG-Patches-2018,Added
,4048960,SUG-Patches-2018,Added
,4048961,SUG-Patches-2018,Added
,4052303,SUG-Patches-2018,Added
,4053473,SUG-Patches-2018,Added
,4054521,SUG-Patches-2018,Added
,4054521,SUG-Patches-2018,Added
,4054522,SUG-Patches-2018,Added
,4054522,SUG-Patches-2018,Download Pending
,4056564,SUG-Patches-2018,Added
,4056897,SUG-Patches-2018,Added
,4056897,SUG-Patches-2018,Added
,4056898,SUG-Patches-2018,Added
,4058165,SUG-Patches-2018,Added
,4073079,SUG-Patches-2018,Added
,4074587,SUG-Patches-2018,Added
,4074587,SUG-Patches-2018,Added
,4074597,SUG-Patches-2018,Added
,4093224,SUG-Patches-2018,Added
,4074851,SUG-Patches-2018,Added
,4087398,SUG-Patches-2018,Added
,4088879,SUG-Patches-2018,Added
,4089175,SUG-Patches-2018,Added
,4090450,SUG-Patches-2018,Added
,4100480,SUG-Patches-2018,Added
,4100480,SUG-Patches-2018,Added
MS09-062,972222,SUG-Patches-2018,Added
MS16-120,3192392,SUG-Patches-2018,Added
,4011628,SUG-Patches-2018,Added
,4011628,SUG-Patches-2018,Added
,4018319,SUG-Patches-2018,Added
,4018319,SUG-Patches-2018,Added
,4093110,SUG-Patches-2018,Added
,4091756,SUG-Patches-2018,Added
,4093257,SUG-Patches-2018,Added
4093111,Not Found
,4093115,SUG-Patches-2018,Added
,4011628,SUG-Patches-2018,Added
,4011628,SUG-Patches-2018,Added
,4093223,SUG-Patches-2018,Added
,4018328,SUG-Patches-2018,Added
,4018328,SUG-Patches-2018,Added
,4018319,SUG-Patches-2018,Added
,4018319,SUG-Patches-2018,Added
4087371,Not Found
4089283,Not Found
4091346,Not Found
4089501,Not Found
,4093478,SUG-Patches-2018,Added
,4093478,SUG-Patches-2018,Download Pending
4088875,Not Found
4089187,Not Found
4088787,Not Found
4088786,Not Found
4088876,Not Found
4088877,Not Found
4088785,Not Found
4073011,Not Found
4088779,Not Found
4088782,Not Found
,4089229,SUG-Patches-2018,Added
4011673,Not Found
4088776,Not Found
MS14-026,2931356,SUG-Patches-2018,Added
MS15-041,3037574,SUG-Patches-2018,Added
MS14-046,2937610,SUG-Patches-2018,Added
MS14-053,2972211,SUG-Patches-2018,Added
,4041093,SUG-Patches-2018,Added
MS15-118,3097988,SUG-Patches-2018,Added
MS14-046,2943357,SUG-Patches-2018,Added
4074598,Not Found
4074594,Not Found
972581,Not Found
MS09-062,971119,SUG-Patches-2018,Added
4074593,Not Found
MS16-001,3124275,SUG-Patches-2018,Added
MS16-001,3124275,SUG-Patches-2018,Added
,4041092,SUG-Patches-2018,Added
MS15-080,3078601,SUG-Patches-2018,Added
3156017,Not Found
MS13-002,2758694,SUG-Patches-2018,Added
973544,Not Found
973551,Not Found
973552,Not Found
2598041,Not Found
2598039,Not Found
MS16-004,2881067,SUG-Patches-2018,Added
4053440,Not Found
4074590,Not Found
4074596,Not Found
4074591,Not Found
,4011143,SUG-Patches-2018,Added
,4011143,SUG-Patches-2018,Added
4011686,Not Found
4011690,Not Found
4011707,Not Found
4074603,Not Found
4074736,Not Found
,4074836,SUG-Patches-2018,Added
MS12-033,2690533,SUG-Patches-2018,Added
MS12-073,2716513,SUG-Patches-2018,Added
MS12-073,2719033,SUG-Patches-2018,Added
MS13-007,2736422,SUG-Patches-2018,Added
MS13-004,2742599,SUG-Patches-2018,Added
MS13-004,2742613,SUG-Patches-2018,Added
MS12-083,2765809,SUG-Patches-2018,Added
MS13-027,2807986,SUG-Patches-2018,Added
MS13-052,2840629,SUG-Patches-2018,Added
MS13-082,2861208,SUG-Patches-2018,Added
MS13-082,2861697,SUG-Patches-2018,Added
MS13-081,2864202,SUG-Patches-2018,Added
MS13-081,2868038,SUG-Patches-2018,Added
MS13-081,2884256,SUG-Patches-2018,Added
MS15-005,3022777,SUG-Patches-2018,Added
MS15-050,3055642,SUG-Patches-2018,Added
MS15-050,3055642,SUG-Patches-2018,Added
,4038779,SUG-Patches-2018,Added
4041083,Not Found
4041084,Not Found
4041085,Not Found
4041086,Not Found
4041681,Not Found
,4041687,SUG-Patches-2018,Added
4041690,Not Found
4041691,Not Found
4041693,Not Found
,4042121,SUG-Patches-2018,Added
,4042123,SUG-Patches-2018,Added
4048957,Not Found
4048958,Not Found
4048959,Not Found
4054518,Not Found
,4055272,SUG-Patches-2018,Added
,4011574,SUG-Patches-2018,Added
,4011574,SUG-Patches-2018,Added
4011651,Not Found
4011658,Not Found
4011660,Not Found
4054170,Not Found
4054171,Not Found
4054172,Not Found
4054174,Not Found
4054175,Not Found
4054176,Not Found
4054177,Not Found
4054181,Not Found
4054182,Not Found
4054183,Not Found
4054993,Not Found
4054994,Not Found
4054995,Not Found
4054996,Not Found
4054997,Not Found
4054998,Not Found
4054999,Not Found
4055000,Not Found
4055001,Not Found
4055002,Not Found
4056887,Not Found
4056568,Not Found
4056613,Not Found
4056615,Not Found
4056888,Not Found
4056890,Not Found
4056891,Not Found
4056892,Not Found
4056893,Not Found
4056894,Not Found
4056896,Not Found
4056941,Not Found
,4056942,SUG-Patches-2018,Added
4056944,Not Found
4011277,Not Found
4011612,Not Found
4052978,Not Found
4053577,Not Found
4053579,Not Found
4054519,Not Found
4054520,Not Found
4047206,Not Found
4048956,Not Found
4048952,Not Found
4048953,Not Found
4048954,Not Found
4048955,Not Found
4040685,Not Found
4042895,Not Found
4041689,Not Found
4041676,Not Found
4036586,Not Found
4038777,Not Found
4038781,Not Found
4038783,Not Found
4038782,Not Found
4038788,Not Found
4034660,Not Found
4034658,Not Found
4034668,Not Found
4034681,Not Found
4034733,Not Found
4034674,Not Found
4034665,Not Found
4025252,Not Found
4025341,Not Found
4025344,Not Found
4025339,Not Found
4025342,Not Found
3203621,Not Found
3197655,Not Found
4040956,Not Found
4040958,Not Found
4040960,Not Found
4012606,Not Found
4013198,Not Found
4013429,Not Found
2696547,Not Found
4017094,Not Found
4014981,Not Found
4012204,Not Found
3178034,Not Found
,3004375,SUG-Patches-2017,Added
,3004375,SUG-Patches-2017,Added
2553204,Not Found
3162047,Not Found
4011197,Not Found
4011199,Not Found
4011205,Not Found
4011206,Not Found
4011220,Not Found
4011233,Not Found
4011242,Not Found
4011244,Not Found
4011245,Not Found
4011247,Not Found
4011250,Not Found
4011257,Not Found
4011262,Not Found
4011265,Not Found
4011266,Not Found
4011267,Not Found
4011268,Not Found
4011270,Not Found
4011271,Not Found
4011276,Not Found
,2920723,SUG-Patches-2017,Added
,2920723,SUG-Patches-2017,Added
3213623,Not Found
3213627,Not Found
3213630,Not Found
3213647,Not Found
3213648,Not Found
3213659,Not Found
4011068,Not Found
4011162,Not Found
4011170,Not Found
4011178,Not Found
4011180,Not Found
,4011185,SUG-Patches-2017,Added
,4011185,SUG-Patches-2017,Added
4011194,Not Found
4011196,Not Found
4011217,Not Found
4011222,Not Found
4011231,Not Found
MS16-061,Not Found
MS16-067,3155784,SUG-Patches-2017,Added
MS16-070,3115041,SUG-Patches-2017,Added
MS16-070,2999465,SUG-Patches-2017,Added
MS16-070,3115041,SUG-Patches-2017,Added
MS16-070,3115041,SUG-Patches-2017,Download Pending
MS16-072,3159398,SUG-Patches-2017,Added
MS16-072,3159398,SUG-Patches-2017,Added
MS16-072,3159398,SUG-Patches-2017,Added
MS16-076,3162343,SUG-Patches-2017,Added
MS16-077,3161949,SUG-Patches-2017,Added
MS16-077,3161949,SUG-Patches-2017,Added
MS16-077,3161949,SUG-Patches-2017,Added
MS16-077,3161949,SUG-Patches-2017,Download Pending
MS16-082,3161958,SUG-Patches-2017,Added
MS16-082,3161958,SUG-Patches-2017,Added
MS16-087,Not Found
MS16-088,Not Found
MS16-099,3115419,SUG-Patches-2017,Added
MS16-099,3115419,SUG-Patches-2017,Added
MS16-100,3172729,SUG-Patches-2017,Added
MS16-111,3175024,SUG-Patches-2017,Added
MS16-112,3178539,SUG-Patches-2017,Added
MS16-120,3192391,SUG-Patches-2017,Added
MS16-120,3192391,SUG-Patches-2017,Added
MS16-120,3192392,SUG-Patches-2017,Added
MS16-133,3115135,SUG-Patches-2017,Added
MS16-136,3194719,SUG-Patches-2017,Added
MS16-142,3197867,SUG-Patches-2017,Added
MS16-142,3197867,SUG-Patches-2017,Added
MS16-142,3197873,SUG-Patches-2017,Added
MS16-144,3205394,SUG-Patches-2017,Added
MS16-144,3205394,SUG-Patches-2017,Added
MS16-144,3208481,SUG-Patches-2017,Added
MS16-144,3205400,SUG-Patches-2017,Added
MS16-153,Not Found
MS16-155,3205410,SUG-Patches-2017,Added
MS16-155,3205406,SUG-Patches-2017,Added
MS17-004,3212642,SUG-Patches-2017,Added
MS17-004,3212642,SUG-Patches-2017,Added
MS17-014,Not Found
MS17-022,Not Found
4048951,Not Found
,4046184,SUG-Patches-2017,Added
4048968,Not Found
4049164,Not Found
4049179,Not Found
4042067,Not Found
,4041995,SUG-Patches-2017,Added
4042007,Not Found
4042120,Not Found
MS14-001,2863834,SUG-Patches-2017,Added
MS14-026,2931356,SUG-Patches-2017,Added
MS14-046,2966826,SUG-Patches-2017,Added
MS14-046,2937610,SUG-Patches-2017,Added
MS14-046,2966828,SUG-Patches-2017,Added
MS14-046,2943357,SUG-Patches-2017,Added
MS14-053,2972213,SUG-Patches-2017,Added
MS14-053,2972211,SUG-Patches-2017,Added
MS14-053,2973114,SUG-Patches-2017,Added
MS14-057,2972100,SUG-Patches-2017,Added
MS14-057,2968296,SUG-Patches-2017,Added
MS14-057,2968294,SUG-Patches-2017,Added
MS14-057,2972103,SUG-Patches-2017,Added
MS14-059,2992080,SUG-Patches-2017,Added
MS14-059,2993939,SUG-Patches-2017,Added
MS14-059,2993937,SUG-Patches-2017,Added
MS14-059,2993928,SUG-Patches-2017,Added
MS15-011,3000483,SUG-Patches-2017,Added
MS15-011,3000483,SUG-Patches-2017,Added
MS15-011,3000483,SUG-Patches-2017,Added
MS15-011,3000483,SUG-Patches-2017,Added
MS15-012,Not Found
MS15-041,3037576,SUG-Patches-2017,Added
MS15-041,3037574,SUG-Patches-2017,Added
MS15-048,3023219,SUG-Patches-2017,Added
MS15-048,3023215,SUG-Patches-2017,Added
MS15-050,3055642,SUG-Patches-2017,Added
MS15-050,3055642,SUG-Patches-2017,Added
MS15-058,3045313,SUG-Patches-2017,Added
MS15-058,3045324,SUG-Patches-2017,Added
MS15-058,3045321,SUG-Patches-2017,Added
MS15-060,3059317,SUG-Patches-2017,Added
MS15-060,3059317,SUG-Patches-2017,Added
MS15-080,3072307,SUG-Patches-2017,Added
MS15-080,3072305,SUG-Patches-2017,Added
MS15-080,3078601,SUG-Patches-2017,Added
MS15-081,3085538,SUG-Patches-2017,Added
MS15-081,3085538,SUG-Patches-2017,Added
MS15-082,3075220,SUG-Patches-2017,Added
MS15-082,3075222,SUG-Patches-2017,Added
MS15-082,3075220,SUG-Patches-2017,Added
MS15-084,3076895,SUG-Patches-2017,Added
MS15-088,3046017,SUG-Patches-2017,Added
MS15-088,3046017,SUG-Patches-2017,Added
MS15-101,3074545,SUG-Patches-2017,Added
MS15-101,3074228,SUG-Patches-2017,Added
MS15-101,3074543,SUG-Patches-2017,Added
MS15-118,3098000,SUG-Patches-2017,Added
MS15-118,3097992,SUG-Patches-2017,Added
MS15-118,3097989,SUG-Patches-2017,Added
MS15-118,3097988,SUG-Patches-2017,Added
MS15-119,3092601,SUG-Patches-2017,Added
MS15-119,3092601,SUG-Patches-2017,Added
MS15-120,3102939,SUG-Patches-2017,Added
MS15-121,3081320,SUG-Patches-2017,Added
MS16-007,3108664,SUG-Patches-2017,Added
MS16-007,3109560,SUG-Patches-2017,Added
MS16-007,3110329,SUG-Patches-2017,Added
MS16-007,3110329,SUG-Patches-2017,Added
MS16-007,3109560,SUG-Patches-2017,Added
MS16-007,3121461,SUG-Patches-2017,Added
MS16-007,3108664,SUG-Patches-2017,Added
MS16-007,3110329,SUG-Patches-2017,Added
MS16-007,3109560,SUG-Patches-2017,Added
MS16-014,3126587,SUG-Patches-2017,Added
MS16-014,3126587,SUG-Patches-2017,Added
MS16-014,3126593,SUG-Patches-2017,Added
MS16-014,3126434,SUG-Patches-2017,Added
MS16-014,3126587,SUG-Patches-2017,Added
MS16-014,3126041,SUG-Patches-2017,Added
MS16-019,3127219,SUG-Patches-2017,Added
MS16-019,3127222,SUG-Patches-2017,Added
MS16-019,3127220,SUG-Patches-2017,Added
MS16-029,3114690,SUG-Patches-2017,Added
MS16-032,3139914,SUG-Patches-2017,Added
MS16-032,3139914,SUG-Patches-2017,Added
MS16-032,3139914,SUG-Patches-2017,Added
MS16-032,3139914,SUG-Patches-2017,Added
MS16-033,3139398,SUG-Patches-2017,Added
MS16-033,3139398,SUG-Patches-2017,Added
MS16-033,3139398,SUG-Patches-2017,Added
MS16-033,3139398,SUG-Patches-2017,Added
MS16-054,3115103,SUG-Patches-2017,Added
MS16-055,3156019,SUG-Patches-2017,Added
MS16-055,3156019,SUG-Patches-2017,Added
MS16-055,3156016,SUG-Patches-2017,Added
MS16-055,3156019,SUG-Patches-2017,Added
MS16-055,3156016,SUG-Patches-2017,Added
MS16-057,3156059,SUG-Patches-2017,Added
,4034786,SUG-Patches-2017,Added
4038792,Not Found
4038799,Not Found
4038806,Not Found
,4039038,SUG-Patches-2017,Added
,4039384,SUG-Patches-2017,Added
4040955,Not Found
4040957,Not Found
4040959,Not Found
4040964,Not Found
4040965,Not Found
4040966,Not Found
4040967,Not Found
4040971,Not Found
4040972,Not Found
4040973,Not Found
4040974,Not Found
4040975,Not Found
4040977,Not Found
4040978,Not Found
4040979,Not Found
4040980,Not Found
4040981,Not Found
MS16-001,3124275,SUG-Patches-2017,Added
MS16-001,3124275,SUG-Patches-2017,Added
MS16-006,Not Found
4015221,Not Found
4015550,Not Found
4015217,Not Found
4015583,Not Found
4015219,Not Found
4015551,Not Found
4014661,Not Found
4019264,Not Found
4019215,Not Found
4019473,Not Found
4019472,Not Found
4019474,Not Found
4016871,Not Found
4018271,Not Found
4022714,Not Found
4022726,Not Found
4021558,Not Found
4022715,Not Found
4022727,Not Found
4022725,Not Found
4022724,Not Found
4022719,Not Found
4034664,Not Found
4034662,Not Found
4035055,Not Found
4035056,Not Found
3213640,Not Found
3191907,Not Found
3213624,Not Found
3213537,Not Found
3213555,Not Found
947563,Not Found
MS07-036,Not Found
MS07-044,Not Found
MS08-013,Not Found
MS08-014
,Not Found
MS16-001,3124275,SUG-Patches-2017,Download Pending
MS09-062,971119,SUG-Patches-2017,Added
MS09-062,972222,SUG-Patches-2017,Added
MS10-046,Not Found
MS11-027,Not Found
MS11-028,Not Found
MS11-035,Not Found
MS09-062,972222,SUG-Patches-2017,Download Pending
MS11-081,Not Found
MS11-083,Not Found
MS11-090,Not Found
MS12-027,Not Found
MS12-034,2596792,SUG-Patches-2017,Added
MS12-045,2698365,SUG-Patches-2017,Added
MS12-064,Not Found
MS13-008,Not Found
MS13-009,Not Found
MS13-010,Not Found
MS13-027,2807986,SUG-Patches-2017,Added
MS13-028,Not Found
MS13-055,Not Found
MS13-059,Not Found
MS13-080,Not Found
MS13-081,2868038,SUG-Patches-2017,Added
MS13-081,2884256,SUG-Patches-2017,Added
MS13-081,2862330,SUG-Patches-2017,Added
MS13-081,2864202,SUG-Patches-2017,Added
MS13-082,2861698,SUG-Patches-2017,Added
MS13-082,2861208,SUG-Patches-2017,Added
MS13-082,2861697,SUG-Patches-2017,Added
MS13-088,Not Found
MS13-097,Not Found
MS14-010,Not Found
MS14-012,Not Found
MS14-015,Not Found
MS14-018,2919355,SUG-Patches-2017,Added
MS14-021,Not Found
MS14-037,Not Found
MS14-051,Not Found
MS14-052,Not Found
MS14-056,Not Found
MS14-058,Not Found
MS14-065,Not Found
MS14-080,Not Found
4025331,Not Found
4025336,Not Found
4025877,Not Found
4032955,Not Found
4022887,Not Found
4022013,Not Found
4021923,Not Found
4024402,Not Found
4021903,Not Found
4019204,Not Found
4019216,Not Found
4019206,Not Found
4019112,Not Found
4019114,Not Found
4019113,Not Found
4019115,Not Found
4015549,Not Found
4015380,Not Found
4018483,Not Found
4015383,Not Found
4015195,Not Found
4014983,Not Found
4014982,Not Found
4014984,Not Found
4015068,Not Found
MS17-006,Not Found
MS17-009,Not Found
MS17-011,Not Found
MS17-017,Not Found
MS17-018,Not Found
MS17-023,Not Found
MS17-005,Not Found
MS17-002,Not Found
MS17-003,Not Found
MS14-018,2919355,SUG-Patches-2016,Download Pending
MS15-009,Not Found
MS15-018,Not Found
MS15-019,Not Found
MS15-021,Not Found
MS15-032,Not Found
MS15-035,Not Found
MS15-043,Not Found
MS15-045,Not Found
MS15-056,Not Found
MS15-067,Not Found
MS15-078,Not Found
MS15-079,Not Found
MS15-093,Not Found
MS15-094,Not Found
MS15-097,3086255,SUG-Patches-2016,Added
MS15-097,3086255,SUG-Patches-2016,Added
MS15-099,Not Found
MS15-106,Not Found
MS15-108,Not Found
MS15-112,Not Found
MS15-114,Not Found
MS15-115,Not Found
MS15-124,Not Found
MS15-126,Not Found
MS15-127,Not Found
MS15-130,Not Found
MS16-005,Not Found
MS16-009,Not Found
MS16-012,Not Found
MS16-013,3115858,SUG-Patches-2016,Added
MS16-023,Not Found
MS16-026,Not Found
MS16-027,3138910,SUG-Patches-2016,Added
MS16-027,3138910,SUG-Patches-2016,Added
MS16-027,3138962,SUG-Patches-2016,Added
MS16-028,Not Found
MS16-037,Not Found
MS16-038,Not Found
MS16-039,Not Found
MS16-040,Not Found
MS16-042,Not Found
MS16-050,Not Found
MS16-051,Not Found
MS16-053,Not Found
MS16-063,Not Found
MS16-069,Not Found
MS16-071,Not Found
MS16-145,Not Found
MS16-147,Not Found
MS16-150,Not Found
MS16-151,Not Found
MS16-152,Not Found
MS16-154,Not Found
MS11-025,2565063,SUG-Patches-2016,Added
MS11-025,2538243,SUG-Patches-2016,Added
MS11-025,2538243,SUG-Patches-2016,Download Pending
MS11-025,2538242,SUG-Patches-2016,Added
MS11-025,2467173,SUG-Patches-2016,Added
MS11-025,2542054,SUG-Patches-2016,Added
MS13-002,2758694,SUG-Patches-2016,Added
MS14-064,3010788,SUG-Patches-2016,Added
MS14-064,3010788,SUG-Patches-2016,Added
MS14-082,2726958,SUG-Patches-2016,Added
MS14-082,2726958,SUG-Patches-2016,Added
MS15-001,3023266,SUG-Patches-2016,Added
MS15-003,3021674,SUG-Patches-2016,Added
MS15-003,3021674,SUG-Patches-2016,Added
MS15-004,3019978,SUG-Patches-2016,Added
MS15-004,3019978,SUG-Patches-2016,Added
MS15-004,3020387,SUG-Patches-2016,Added
MS15-005,3022777,SUG-Patches-2016,Added
MS15-006,3004365,SUG-Patches-2016,Added
MS15-014,3004361,SUG-Patches-2016,Added
MS15-028,3030377,SUG-Patches-2016,Added
MS15-029,3035126,SUG-Patches-2016,Added
MS15-029,3035126,SUG-Patches-2016,Added
MS16-004,2920727,SUG-Patches-2016,Added
MS16-004,2881067,SUG-Patches-2016,Added
MS16-129,Not Found
MS16-131,Not Found
MS16-132,Not Found
MS16-134,Not Found
MS16-137,Not Found
MS16-138,Not Found
MS16-139,Not Found
MS16-140,Not Found
MS16-141,Not Found
MS16-128,Not Found
MS16-118,Not Found
MS16-119,Not Found
MS16-121,Not Found
MS16-122,Not Found
MS16-124,Not Found
MS16-125,Not Found
MS16-127,Not Found
MS15-037,3046269,SUG-Patches-2016,Added
MS15-037,3046269,SUG-Patches-2016,Added
MS15-038,3045999,SUG-Patches-2016,Added
MS15-038,3045685,SUG-Patches-2016,Added
MS15-038,3045685,SUG-Patches-2016,Added
MS15-040,Not Found
MS15-046,Not Found
MS15-049,Not Found
MS15-051,Not Found
MS15-052,Not Found
MS15-054,Not Found
MS15-059,3039782,SUG-Patches-2016,Added
MS15-061,Not Found
MS15-063,Not Found
MS16-104,Not Found
MS16-105,Not Found
MS16-107,Not Found
MS16-109,Not Found
MS16-110,Not Found
MS16-113,Not Found
MS16-114,Not Found
MS16-115,Not Found
MS16-116,Not Found
MS16-117,Not Found
,3080079,SUG-Patches-2016,Added
MS15-069,3061512,SUG-Patches-2016,Added
MS15-070,Not Found
MS15-071,3068457,SUG-Patches-2016,Added
MS15-085,3071756,SUG-Patches-2016,Added
MS15-085,3071756,SUG-Patches-2016,Added
MS15-086,Not Found
MS15-089,3076949,SUG-Patches-2016,Added
MS15-090,3060716,SUG-Patches-2016,Added
MS15-091,Not Found
MS15-095,Not Found
MS15-096,Not Found
MS15-100,Not Found
MS15-102,3084135,SUG-Patches-2016,Added
MS15-102,3084135,SUG-Patches-2016,Added
MS15-102,3082089,SUG-Patches-2016,Added
MS15-104,Not Found
MS15-116,3085561,SUG-Patches-2016,Added
MS15-116,2920698,SUG-Patches-2016,Added
MS15-116,2920680,SUG-Patches-2016,Added
MS15-116,3101506,SUG-Patches-2016,Added
MS15-117,3101722,SUG-Patches-2016,Added
MS15-122,Not Found
MS15-125,Not Found
MS15-129,Not Found
MS16-095,Not Found
MS16-096,Not Found
MS16-097,Not Found
MS16-098,Not Found
MS16-102,Not Found
MS16-103,Not Found
MS15-132,3108381,SUG-Patches-2016,Added
MS15-132,3108371,SUG-Patches-2016,Added
MS15-132,3108371,SUG-Patches-2016,Download Pending
MS15-132,3108371,SUG-Patches-2016,Download Pending
MS15-132,3108381,SUG-Patches-2016,Added
MS15-132,3108381,SUG-Patches-2016,Download Pending
MS15-133,3109103,SUG-Patches-2016,Added
MS15-133,3109103,SUG-Patches-2016,Added
MS15-135,Not Found
MS16-008,Not Found
MS16-016,3124280,SUG-Patches-2016,Added
MS16-017,Not Found
MS16-018,Not Found
MS16-020,Not Found
MS16-021,3133043,SUG-Patches-2016,Added
MS16-021,3133043,SUG-Patches-2016,Added
MS16-021,3133043,SUG-Patches-2016,Download Pending
MS16-030,Not Found
MS16-031,Not Found
MS16-034,Not Found
MS16-041,Not Found
MS16-044,Not Found
MS16-048,3146723,SUG-Patches-2016,Added
MS16-060,Not Found
MS16-062,Not Found
MS16-065,Not Found
MS16-073,Not Found
MS16-074,Not Found
MS16-080,Not Found
MS16-081,Not Found
MS16-083,Not Found
MS16-084,Not Found
MS16-085,Not Found
MS16-089,Not Found
MS16-090,Not Found
MS16-093,Not Found
MS16-094,Not Found
